Country name,Year,Population,Population of children under the age of 1,Population of children under the age of 5,Population of children under the age of 15,Population under the age of 25,Population aged 15 to 64 years,Population older than 15 years,Population older than 18 years,Population at age 1,Population aged 1 to 4 years,Population aged 5 to 9 years,Population aged 10 to 14 years,Population aged 15 to 19 years,Population aged 20 to 29 years,Population aged 30 to 39 years,Population aged 40 to 49 years,Population aged 50 to 59 years,Population aged 60 to 69 years,Population aged 70 to 79 years,Population aged 80 to 89 years,Population aged 90 to 99 years,Population older than 100 years
Sierra Leone,2013,6964867,237734,1110319,2960645,4336691,3781017,4004212,3541682,227156,872585,976181,874145,746406,1164781,819677,564796,365329,217594,101972,22330,1327,10
Sierra Leone,2014,7140700,237630,1121100,3012207,4430853,3901821,4128483,3651639,228440,883470,996124,894983,769215,1200649,846332,582572,378685,221882,104864,22925,1359,10
Sierra Leone,2015,7314779,237500,1128874,3058626,4521217,4025623,4256143,3764947,228608,891374,1016596,913156,792771,1236947,873644,601016,392179,226645,108005,23542,1394,10
Sierra Leone,2016,7493918,238666,1135831,3103419,4611913,4154955,4390488,3884326,228974,897165,1036281,931307,817215,1275007,902553,620419,406196,232106,111339,24220,1433,11
Sierra Leone,2017,7677570,241541,1143208,3147387,4702924,4289287,4530172,4008878,230494,901667,1054966,949213,841977,1314650,932790,640583,420763,238157,114812,24967,1473,11
Sierra Leone,2018,7861287,244464,1151863,3189605,4791041,4424987,4671671,4136531,233466,907399,1070710,967032,865632,1355250,963234,661451,435543,245682,117603,25759,1517,11
Sierra Leone,2019,8046830,246899,1162676,3232461,4877265,4561198,4814358,4268465,236563,915777,1082931,986854,886307,1397692,993899,683243,450561,255283,119246,26564,1563,11
Sierra Leone,2020,8233973,248589,1175255,3275899,4963053,4698937,4958063,4403706,239282,926666,1092883,1007761,904805,1442252,1025561,705779,465571,264723,120664,27125,1583,11
Sierra Leone,2021,8420642,249995,1188070,3316876,5046619,4839324,5103755,4540162,241257,938075,1101306,1027500,922949,1488204,1058270,729015,480495,273550,122233,27456,1583,11
Singapore,1950,1006712,38941,163717,408539,587468,575076,598167,538652,33721,124776,129783,115039,95852,163202,151724,104049,46931,23495,9207,3425,282,6
Singapore,1951,1048942,43643,176436,428704,615674,598301,620231,557894,37600,132793,134001,118267,100380,168379,156113,109394,50924,23254,8692,2876,219,7
Singapore,1952,1096241,46852,191191,451286,647262,623646,644946,579616,42312,144339,139007,121088,105279,174662,160460,114844,55463,23028,8521,2504,185,9
Singapore,1953,1148757,50760,208553,477204,682645,650495,671543,603236,45642,157793,144894,123757,110215,181853,164701,120393,60408,22975,8586,2240,172,10
Singapore,1954,1206225,54403,228417,506628,721377,678514,699587,628777,49717,174014,151424,126787,114707,189861,168912,126111,65550,23427,8803,2046,170,10
Singapore,1955,1267618,56947,247186,538639,762274,707617,728969,656368,53562,190239,160961,130492,118651,198529,173239,132009,70819,24497,9138,1910,177,10
Singapore,1956,1332586,59778,264250,573266,805407,737478,759310,685298,56279,204472,174141,134875,122107,207731,177571,138042,76182,26095,9580,1817,185,10
Singapore,1957,1400704,62934,281144,610543,850797,767724,790151,714625,59205,218210,189412,139987,125047,217363,181767,144177,81575,28174,10110,1747,191,10
Singapore,1958,1469695,65040,295985,649132,896824,797378,820553,743226,62392,230945,207244,145903,127647,226704,185831,150153,86944,30700,10666,1713,195,10
Singapore,1959,1538026,65820,307718,687572,942059,826170,850444,771062,64531,241898,227454,152400,130428,235092,190081,155717,92367,33637,11185,1744,193,10
Singapore,1960,1601091,64871.004,312177,725034,985855,849985,876047,794850,63926,247306,246116,166741,133121,242025,193066,158864,97991,37185,11770,1846,179,10
Singapore,1961,1657557,62651,311136,758037,1025250,870990,899512,815398,62670,248485,261653,185248,136650,247324,195574,160494,103501,41326,12476,2009,158,8
Singapore,1962,1711060,60200,307922,783999,1059901,895565,927056,836700,61532,247722,275545,200532,143496,251701,199263,162400,108711,45798,13284,2252,151,5
Singapore,1963,1762518,58349,301500,804530,1092097,923007,957984,858218,59069,243151,286419,216611,153721,256119,203233,163639,113731,50522,14311,2556,152,4
Singapore,1964,1812335,56895,294276,820367,1121325,953098,991965,882373,57359,237381,293206,232885,166868,260393,207717,164576,118418,55253,15678,2906,156,3
Singapore,1965,1860652,55353,286802,831443,1147805,986120,1029207,911343,56212,231449,297686,246955,183023,263781,213114,165955,122736,59782,17350,3298,168,2
Singapore,1966,1906851,53271,278734,836961,1172453,1022168,1069888,944129,54788,225463,299025,259202,199462,269918,218922,167606,126587,64184,19266,3755,188,2
Singapore,1967,1950286,50675,270501,837213,1195832,1060314,1113071,979529,52718,219826,296094,270618,212929,282065,224003,169641,129921,68569,21428,4294,221,2
Singapore,1968,1990680,47769,261004,832161,1216544,1100264,1158517,1017687,50175,213235,291625,279532,224784,296986,229168,172750,132755,72982,23901,4914,277,2
Singapore,1969,2027412,44472,248863,820643,1233808,1142815,1206767,1058564,47185,204391,286867,284913,236646,312574,236102,176578,134908,77439,26530,5631,359,2
Singapore,1970,2061833,42955,236622,807397,1249639,1185973,1254435,1099247,44075,193667,281660,289115,247239,328113,243889,181177,136966,81788,28715,6131,417,1
Singapore,1971,2095907,43693,227440,794980,1261689,1228934,1300925,1139652,42809,183747,275639,291901,257444,344458,250375,186208,139028,86014,30596,6368,434,2
Singapore,1972,2131574,45404,222619,782387,1268798,1273328,1349184,1182522,43557,177215,268653,291115,267933,364646,254849,191101,140795,90097,32655,6656,452,3
Singapore,1973,2168370,46032,221469,769604,1273596,1318530,1398762,1227452,45288,175437,259539,288596,276917,388092,258750,195889,142787,93868,34970,7016,473,4
Singapore,1974,2202332,43219,220567,753914,1274212,1363450,1448414,1274114,45928,177348,247741,285606,283471,413860,262226,201090,145147,97347,37379,7395,499,4
Singapore,1975,2232434,39492,217207,734229,1269503,1408220,1498201,1322475,43133,177715,235851,281171,288587,441232,264467,207374,147913,100664,39665,7767,532,4
Singapore,1976,2261945,39325,212915,714874,1263195,1451735,1547067,1371385,39417,173590,226793,275166,291364,465839,270381,213765,151184,103789,42003,8173,569,4
Singapore,1977,2292169,38872,206531,696945,1255444,1494422,1595220,1421321,39280,167659,222141,268273,290757,486141,283698,219034,155081,106677,44537,8684,611,4
Singapore,1978,2323256,37624,198384,678866,1244884,1538096,1644385,1473275,38873,160760,221186,259296,288635,504999,299605,224619,159750,109427,47318,9371,661,5
Singapore,1979,2358236,38916,194440,662749,1234152,1583892,1695480,1526886,37680,155524,220600,247709,286287,523636,314931,232357,165034,112108,50270,10133,724,7
Singapore,1980,2400734,40825,196254,650148,1225702,1633984,1750575,1583713,39042,155429,217731,236163,283027,543251,332181,241570,170714,114741,53363,10931,797,11
Singapore,1981,2451730,41460,198570,642850,1220721,1687333,1808866,1645010,40556,157110,214981,229299,278837,563135,354801,249393,176383,117003,56661,11798,855,14
Singapore,1982,2507222,41500,200375,640334,1216697,1740283,1866874,1708438,40998,158875,211666,228293,273204,580967,383605,254685,181948,118908,59999,12662,896,14
Singapore,1983,2564775,42958,204191,641298,1211850,1791607,1923465,1771400,41306,161233,207116,229991,264960,596370,415936,259588,187910,120982,63215,13545,959,12
Singapore,1984,2624375,44797,209180,644703,1207185,1842524,1979663,1832306,42881,164383,204360,231163,256220,608614,448685,266193,194649,123498,66331,14431,1042,9
Singapore,1985,2685987,45654,214842,647547,1204671,1896122,2038424,1891667,44688,169188,202002,230703,252484,617964,478673,275218,201456,126595,69377,15515,1142,16
Singapore,1986,2749737,46269,220140,648133,1206671,1954152,2101574,1952108,45307,173871,200485,227508,255518,626538,506408,284987,207477,130115,72208,17054,1269,30
Singapore,1987,2814749,47553,224989,647792,1210705,2014345,2166926,2015736,45688,177436,201078,221725,259262,635313,534884,295495,213062,133863,74654,18971,1422,31
Singapore,1988,2880509,48151,228444,647306,1213383,2075354,2233180,2083255,46633,180293,203648,215214,259596,644648,564386,309774,217665,137731,76676,21113,1591,23
Singapore,1989,2945697,48303,230002,646466,1213323,2136040,2299215,2152850,46774,181699,207488,208976,255981,655138,593912,329031,220165,141613,78246,23377,1752,16
Singapore,1990,3022218,50870,234311,652140,1214397,2201060,2370058,2227416,47126,183441,211843,205986,250052,661379,625446,356236,223798,146026,79549,25703,1869,20
Singapore,1991,3120627,55151,244700,669616,1222281,2275383,2450976,2310250,50196,189549,216863,208053,245423,657953,659196,393022,232555,151928,80940,27997,1962,35
Singapore,1992,3228234,56422,255555,689951,1233055,2355470,2538243,2398055,54103,199133,222537,211859,243493,648606,691683,435036,244855,159670,82613,30157,2130,40
Singapore,1993,3334134,55364,262435,705990,1242599,2437799,2628109,2488002,55044,207071,228610,214945,243223,638027,720841,479072,258523,169275,84596,32096,2456,35
Singapore,1994,3438616,54666,265370,718680,1251495,2521474,2719903,2579603,54221,210704,235710,217600,243140,628116,745458,524063,274589,180851,86971,33729,2986,33
Singapore,1995,3543878,54848,267131,733123,1264366,2603423,2810716,2670450,54008,212283,243260,222732,242242,622576,764615,567001,293325,192616,89809,34872,3660,39
Singapore,1996,3651905,55255,270462,752415,1284171,2683042,2899429,2758122,54548,215207,249388,232565,242192,623107,778868,606775,313166,202251,93290,35486,4294,61
Singapore,1997,3760649,54144,271990,769495,1303695,2765536,2991068,2845426,54648,217846,254877,242628,245809,625363,790050,645601,334863,210828,97702,35989,4863,86
Singapore,1998,3866296,51480,268164,777808,1316549,2853414,3088391,2935559,53039,216684,261455,248189,253950,626067,798884,683974,360871,219497,103051,36654,5443,97
Singapore,1999,3966485,47526,257789,776138,1321357,2945304,3190259,3029905,49916,210263,268473,249876,265269,625130,806743,720980,391852,227731,109058,37475,6021,88
Singapore,2000,4053602,46752,246809,773511,1325019,3023996,3280025,3115788,46267,200057,273568,253134,274040,623026,809385,753680,425467,234569,114784,38503,6571,66
Singapore,2001,4121341,49738,243167,779742,1336082,3073411,3341534,3176898,46267,193429,274002,262573,276985,620438,802801,777950,458390,238616,119512,39809,7033,65
Singapore,2002,4176799,49191,241984,785971,1347974,3110737,3390731,3224143,48827,192793,269886,274101,279464,617868,793013,796009,490491,241208,123958,41322,7398,97
Singapore,2003,4226417,45549,236856,782539,1352803,3153823,3443744,3271656,47683,191307,264227,281456,286004,614995,785051,810997,522562,244621,128816,42974,7724,134
Singapore,2004,4270407,41905,227008,768891,1350810,3204400,3501345,3321898,44066,185103,259143,282740,296859,611869,779848,822152,553306,250558,133902,44784,8067,171
Singapore,2005,4344645,41023,217749,757313,1358481,3283251,3587122,3401452,41174,176726,255164,284400,309057,618473,782619,834579,586220,261451,139231,46984,8508,210
Singapore,2006,4486581,43612,216547,760158,1390579,3412328,3726155,3534295,41497,172935,250467,293144,320514,644515,798147,853910,627489,277137,145584,49809,9050,268
Singapore,2007,4663262,44955,220034,765537,1429402,3571924,3897393,3695916,44016,175079,244502,301001,334400,679229,821381,875781,674019,296677,153139,53119,9648,332
Singapore,2008,4838404,44167,222063,761324,1457833,3739297,4076697,3862889,44663,177896,239770,299491,353003,710860,847353,895752,720046,322030,160741,56647,10265,383
Singapore,2009,5010707,42647,220710,747870,1475903,3910926,4262409,4037480,43495,178063,238029,289131,373790,739748,875828,915509,764374,354940,166997,60331,10892,428
Singapore,2010,5163585,43014,218663,735859,1489003,4055877,4427254,4199577,42248,175649,238700,278496,386593,764933,899263,931711,806166,391983,171025,64154,11426,472
Singapore,2011,5281351,46033,221749,736815,1503580,4147323,4544005,4322220,43343,175716,237838,277228,385086,785136,909062,940401,844340,426379,173692,68140,11769,531
Singapore,2012,5381003,47334,227477,742348,1516901,4215068,4638063,4422050,46040,180143,235022,279849,378306,802757,911556,945955,879273,458483,177238,72429,12066,592
Singapore,2013,5478063,46167,230006,740991,1523817,4288013,4736448,4521345,46529,183839,234006,276979,375597,818384,914768,952302,910368,492690,182748,77072,12519,624
Singapore,2014,5570505,44090,227369,731159,1522337,4365372,4838714,4622068,44907,183279,236236,267554,377230,831408,919035,959885,935684,530022,190266,81967,13217,632
Singapore,2015,5650020,44797,223408,718304,1511580,4427585,4931077,4717976,42994,178611,239460,255436,374854,841271,921603,966605,952919,573268,199330,86982,14245,639
Singapore,2016,5711936,48592,224856,710758,1493827,4454833,5000483,4799923,44350,176264,239423,246479,360525,848035,920066,970051,961289,623533,209182,92276,15526,695
Singapore,2017,5764489,50001,230203,708640,1471447,4457737,5055079,4871247,48280,180202,235626,242811,337833,853222,916710,971581,964562,675649,220665,97975,16882,770
Singapore,2018,5814543,50209,236856,709801,1446376,4449849,5103955,4935508,50041,186647,230313,242632,312819,856358,913463,972743,965592,724837,236385,103503,18255,787
Singapore,2019,5866408,52843,247025,716150,1422552,4434810,5149517,4992671,51208,194182,225560,243565,289006,855116,911139,973076,965848,769049,258365,108231,19687,741
Singapore,2020,5909874,48227,251268,718155,1392262,4414320,5191040,5040972,53674,203041,223709,243178,270161,846497,909544,971947,965277,807893,287203,111449,21069,679
Singapore,2021,5941063,41960,246005,712521,1353847,4389308,5227879,5080019,48400,204045,226176,240340,258068,829327,908006,969325,963999,840989,322582,113366,22217,663
Sint Maarten (Dutch part),1950,1480,53,236,473,680,829,1007,941,49,183,164,73,114,197,171,155,128,115,85,39,3,0
Sint Maarten (Dutch part),1951,1596,55,255,538,765,875,1058,995,53,200,190,93,118,219,187,155,135,114,85,41,4,0
Sint Maarten (Dutch part),1952,1696,58,272,608,849,909,1088,1029,55,214,216,120,114,243,199,157,143,108,79,41,4,0
Sint Maarten (Dutch part),1953,1786,59,286,677,931,938,1109,1052,58,227,240,151,110,266,208,160,151,101,75,37,1,0
Sint Maarten (Dutch part),1954,1885,60,298,743,1012,971,1142,1081,60,238,261,184,112,288,217,161,157,94,76,35,2,0
Sint Maarten (Dutch part),1955,1993,64,311,805,1087,1018,1188,1112,62,247,282,212,124,295,228,170,161,95,80,33,2,0
Sint Maarten (Dutch part),1956,2111,68,323,861,1154,1073,1250,1154,64,255,300,238,144,290,241,182,165,105,88,32,3,0
Sint Maarten (Dutch part),1957,2226,70,335,911,1224,1131,1315,1201,68,265,315,261,170,284,252,194,168,117,98,29,3,0
Sint Maarten (Dutch part),1958,2356,74,349,960,1303,1200,1396,1264,71,275,329,282,200,283,258,208,179,128,108,29,3,0
Sint Maarten (Dutch part),1959,2491,78,368,1011,1391,1267,1480,1333,75,290,340,303,226,289,262,225,188,142,115,30,3,0
Sint Maarten (Dutch part),1960,2668,79,388,1077,1514,1363,1591,1424,81,309,354,335,259,313,273,241,195,156,117,34,3,0
Sint Maarten (Dutch part),1961,2908,79,411,1167,1683,1507,1741,1548,83,332,381,375,306,358,292,263,205,161,115,39,2,0
Sint Maarten (Dutch part),1962,3190,88,441,1270,1891,1690,1920,1691,85,353,412,417,366,426,312,284,218,158,109,45,2,0
Sint Maarten (Dutch part),1963,3501,103,484,1378,2107,1898,2123,1859,96,381,439,455,420,507,337,307,238,159,105,49,1,0
Sint Maarten (Dutch part),1964,3830,119,535,1493,2334,2113,2337,2039,111,416,474,484,476,599,358,327,261,161,103,50,2,0
Sint Maarten (Dutch part),1965,4181,135,597,1609,2567,2344,2572,2247,126,462,511,501,533,702,383,348,287,164,101,52,2,0
Sint Maarten (Dutch part),1966,4548,150,670,1738,2807,2588,2810,2463,141,520,553,515,580,815,415,370,315,165,100,48,2,0
Sint Maarten (Dutch part),1967,4952,163,743,1877,3049,2852,3075,2712,155,580,601,533,612,946,453,395,342,179,101,46,1,0
Sint Maarten (Dutch part),1968,5376,176,814,2028,3292,3123,3348,2977,169,638,657,557,636,1079,497,421,368,201,100,45,1,0
Sint Maarten (Dutch part),1969,5817,187,878,2187,3531,3401,3630,3257,181,691,720,589,652,1211,552,452,392,224,101,44,2,0
Sint Maarten (Dutch part),1970,6276,196,934,2360,3762,3683,3916,3545,191,738,790,636,654,1348,615,485,416,245,105,45,3,0
Sint Maarten (Dutch part),1971,6755,202,980,2538,3976,3969,4217,3850,199,778,863,695,647,1474,702,519,440,274,110,48,3,0
Sint Maarten (Dutch part),1972,7246,203,1013,2695,4194,4278,4551,4164,205,810,923,759,673,1589,812,541,462,309,110,50,5,0
Sint Maarten (Dutch part),1973,7774,208,1047,2830,4461,4648,4944,4506,208,839,968,815,745,1731,928,557,480,340,111,46,6,0
Sint Maarten (Dutch part),1974,8338,227,1101,2966,4757,5054,5372,4880,216,874,1011,854,824,1901,1051,574,495,364,112,44,7,0
Sint Maarten (Dutch part),1975,8929,249,1165,3109,5045,5480,5820,5293,234,916,1064,880,891,2078,1189,595,511,392,114,43,7,0
Sint Maarten (Dutch part),1976,9548,270,1240,3276,5323,5911,6272,5731,255,970,1129,907,931,2259,1347,622,527,416,123,40,7,0
Sint Maarten (Dutch part),1977,10197,289,1323,3460,5587,6350,6737,6194,273,1034,1192,945,944,2436,1534,657,544,432,144,40,6,0
Sint Maarten (Dutch part),1978,10872,305,1411,3667,5835,6783,7205,6671,291,1106,1252,1004,936,2597,1735,710,562,446,173,41,5,0
Sint Maarten (Dutch part),1979,11565,318,1488,3892,6061,7212,7673,7147,306,1170,1319,1085,918,2732,1956,774,581,460,204,42,6,0
Sint Maarten (Dutch part),1980,12270,327,1551,4121,6266,7650,8149,7619,317,1224,1392,1178,904,2826,2211,845,606,476,233,43,5,0
Sint Maarten (Dutch part),1981,13158,334,1603,4366,6616,8267,8792,8189,326,1269,1459,1304,991,2939,2502,940,627,494,253,44,2,0
Sint Maarten (Dutch part),1982,14440,355,1667,4639,7272,9252,9801,9031,336,1312,1523,1449,1246,3182,2832,1070,646,508,268,47,2,0
Sint Maarten (Dutch part),1983,15948,388,1756,4895,8066,10474,11053,10103,358,1368,1580,1559,1559,3546,3193,1231,661,523,287,51,2,0
Sint Maarten (Dutch part),1984,17497,420,1866,5125,8812,11767,12372,11301,390,1446,1633,1626,1809,3969,3578,1425,689,545,302,53,2,0
Sint Maarten (Dutch part),1985,19088,456,2001,5355,9501,13099,13733,12600,422,1545,1684,1670,1973,4456,3982,1648,728,568,320,55,3,0
Sint Maarten (Dutch part),1986,20719,496,2159,5600,10128,14456,15119,13963,457,1663,1746,1695,2054,4984,4403,1906,782,590,337,60,3,0
Sint Maarten (Dutch part),1987,22419,542,2343,5883,10689,15839,16536,15379,498,1801,1820,1720,2069,5521,4849,2206,857,610,348,73,3,0
Sint Maarten (Dutch part),1988,24160,594,2548,6213,11170,17215,17947,16801,544,1954,1912,1753,2043,6010,5329,2538,950,629,361,84,3,0
Sint Maarten (Dutch part),1989,25973,654,2787,6601,11592,18597,19372,18242,597,2133,2024,1790,2003,6416,5855,2909,1056,658,377,95,3,0
Sint Maarten (Dutch part),1990,27864,722,3059,7053,11975,19987,20811,19691,658,2337,2155,1839,1967,6712,6438,3324,1178,688,395,106,3,0
Sint Maarten (Dutch part),1991,29846,797,3369,7584,12364,21388,22262,21145,727,2572,2310,1905,1936,6889,7065,3782,1335,720,415,116,4,0
